City,Crime Description,Victim Gender,Weapon Used,Latitude,Longitude,Year
Delhi,IDENTITY THEFT,F,Poison,28.66,77.23,2022
Srinagar,PUBLIC INTOXICATION,M,Other,34.0837,74.7974,2022
Mumbai,DOMESTIC VIOLENCE,F,Explosives,19.0758,72.8775,2022
Nashik,ROBBERY,F,Unknown,19.9975,73.7898,2022
Bangalore,ARSON,F,Other,12.9791,77.5913,2022
Delhi,DRUG OFFENSE,F,Other,28.66,77.23,2022
Lucknow,VEHICLE - STOLEN,F,Poison,26.847,80.947,2022
Delhi,FIREARM OFFENSE,M,Firearm,28.66,77.23,2022
Vasai,ARSON,X,Firearm,19.3931,72.8617,2022
Nashik,FRAUD,F,Blunt Object,19.9975,73.7898,2022
Ghaziabad,KIDNAPPING,F,Unknown,28.6667,77.4167,2022
Delhi,ARSON,F,Other,28.66,77.23,2022
Thane,HOMICIDE,F,Blunt Object,19.2183,72.9781,2022
Ahmedabad,IDENTITY THEFT,F,Explosives,23.0219,72.5797,2022
Hyderabad,FIREARM OFFENSE,M,Poison,17.3617,78.4747,2022
Rajkot,ASSAULT,X,Other,22.2969,70.7984,2022
Surat,ARSON,F,Unknown,21.205,72.84,2022
Bangalore,VANDALISM,M,Firearm,12.9791,77.5913,2022
Mumbai,KIDNAPPING,M,Explosives,19.0758,72.8775,2022
Kolkata,ILLEGAL POSSESSION,F,Explosives,22.5675,88.37,2022
Mumbai,EXTORTION,M,Unknown,19.0758,72.8775,2022
Mumbai,FRAUD,M,Poison,19.0758,72.8775,2022
Bangalore,ASSAULT,X,Knife,12.9791,77.5913,2022
Hyderabad,PUBLIC INTOXICATION,F,Firearm,17.3617,78.4747,2022
Kanpur,SEXUAL ASSAULT,M,Poison,26.4725,80.3311,2022
Faridabad,VANDALISM,X,Other,28.4089,77.3178,2022
Mumbai,FIREARM OFFENSE,X,Explosives,19.0758,72.8775,2022
Bangalore,EXTORTION,X,Other,12.9791,77.5913,2022
Kanpur,FRAUD,F,Poison,26.4725,80.3311,2022
Patna,VEHICLE - STOLEN,F,Poison,25.61,85.1414,2022
Kolkata,VANDALISM,X,Poison,22.5675,88.37,2022
Patna,DOMESTIC VIOLENCE,X,Knife,25.61,85.1414,2022
Pune,BURGLARY,X,Firearm,18.5211,73.8553,2022
Ludhiana,FIREARM OFFENSE,X,Other,30.912,75.8538,2022
Pune,VEHICLE - STOLEN,F,Explosives,18.5211,73.8553,2022
Vasai,CYBERCRIME,X,Firearm,19.3931,72.8617,2022
Pune,VANDALISM,X,Blunt Object,18.5211,73.8553,2022
Kolkata,FIREARM OFFENSE,X,Unknown,22.5675,88.37,2022
Delhi,FRAUD,M,Firearm,28.66,77.23,2022
Patna,BURGLARY,M,Other,25.61,85.1414,2022
Bangalore,COUNTERFEITING,F,Knife,12.9791,77.5913,2022
Nagpur,ILLEGAL POSSESSION,F,Knife,21.1497,79.0806,2022
Mumbai,BURGLARY,X,Poison,19.0758,72.8775,2022
Delhi,DOMESTIC VIOLENCE,F,Unknown,28.66,77.23,2022
Kolkata,PUBLIC INTOXICATION,F,Poison,22.5675,88.37,2022
Jaipur,EXTORTION,M,Blunt Object,26.915,75.82,2022
Agra,SEXUAL ASSAULT,X,Unknown,27.1767,78.0081,2022
Hyderabad,ROBBERY,F,Firearm,17.3617,78.4747,2022
Delhi,ASSAULT,M,Blunt Object,28.66,77.23,2022
Hyderabad,BURGLARY,F,Knife,17.3617,78.4747,2022
Bangalore,VANDALISM,X,Knife,12.9791,77.5913,2022
Bangalore,VEHICLE - STOLEN,X,Explosives,12.9791,77.5913,2022
Mumbai,KIDNAPPING,M,Blunt Object,19.0758,72.8775,2022
Delhi,VANDALISM,F,Firearm,28.66,77.23,2022
Kolkata,TRAFFIC VIOLATION,F,Knife,22.5675,88.37,2022
Faridabad,DRUG OFFENSE,X,Unknown,28.4089,77.3178,2022
Delhi,DRUG OFFENSE,F,Blunt Object,28.66,77.23,2022
Delhi,FRAUD,X,Unknown,28.66,77.23,2022
Kolkata,ASSAULT,M,Explosives,22.5675,88.37,2022
Delhi,VANDALISM,F,Explosives,28.66,77.23,2022
Chennai,IDENTITY THEFT,M,Other,13.0825,80.275,2022
Agra,TRAFFIC VIOLATION,X,Other,27.1767,78.0081,2022
Ghaziabad,PUBLIC INTOXICATION,F,Knife,28.6667,77.4167,2022
Kolkata,VEHICLE - STOLEN,M,Other,22.5675,88.37,2022
Agra,DOMESTIC VIOLENCE,F,Firearm,27.1767,78.0081,2022
Bangalore,SEXUAL ASSAULT,X,Poison,12.9791,77.5913,2022
Kolkata,TRAFFIC VIOLATION,F,Firearm,22.5675,88.37,2022
Delhi,BURGLARY,F,Blunt Object,28.66,77.23,2022
Mumbai,SEXUAL ASSAULT,X,Knife,19.0758,72.8775,2022
Jaipur,DRUG OFFENSE,X,Firearm,26.915,75.82,2022
Hyderabad,VANDALISM,M,Unknown,17.3617,78.4747,2022
Delhi,ASSAULT,X,Unknown,28.66,77.23,2022
Nashik,ILLEGAL POSSESSION,M,Explosives,19.9975,73.7898,2022
Delhi,IDENTITY THEFT,F,Poison,28.66,77.23,2022
Ahmedabad,BURGLARY,X,Other,23.0219,72.5797,2022
Ahmedabad,HOMICIDE,X,Poison,23.0219,72.5797,2022
Bangalore,EXTORTION,M,Other,12.9791,77.5913,2022
Rajkot,ARSON,M,Other,22.2969,70.7984,2022
Kanpur,PUBLIC INTOXICATION,X,Knife,26.4725,80.3311,2022
Nashik,PUBLIC INTOXICATION,M,Unknown,19.9975,73.7898,2022
Hyderabad,VEHICLE - STOLEN,F,Explosives,17.3617,78.4747,2022
Chennai,CYBERCRIME,M,Knife,13.0825,80.275,2022
Surat,VANDALISM,X,Blunt Object,21.205,72.84,2022
Bhopal,HOMICIDE,F,Blunt Object,23.2547,77.4029,2022
Kanpur,FIREARM OFFENSE,X,Explosives,26.4725,80.3311,2022
Hyderabad,ROBBERY,X,Other,17.3617,78.4747,2022
Indore,SEXUAL ASSAULT,X,Knife,22.7196,75.8577,2022
Mumbai,SHOPLIFTING,M,Blunt Object,19.0758,72.8775,2022
Jaipur,TRAFFIC VIOLATION,M,Unknown,26.915,75.82,2022
Thane,FIREARM OFFENSE,X,Unknown,19.2183,72.9781,2022
Kolkata,VEHICLE - STOLEN,X,Other,22.5675,88.37,2022
Surat,IDENTITY THEFT,M,Other,21.205,72.84,2022
Chennai,FRAUD,F,Other,13.0825,80.275,2022
Rajkot,EXTORTION,F,Poison,22.2969,70.7984,2022
Chennai,BURGLARY,F,Knife,13.0825,80.275,2022
Pune,SEXUAL ASSAULT,F,Firearm,18.5211,73.8553,2022
Patna,ASSAULT,X,Explosives,25.61,85.1414,2022
Delhi,EXTORTION,X,Knife,28.66,77.23,2022
Agra,IDENTITY THEFT,F,Other,27.1767,78.0081,2022
Delhi,DOMESTIC VIOLENCE,X,Unknown,28.66,77.23,2022
Delhi,ARSON,M,Unknown,28.66,77.23,2022
Hyderabad,FRAUD,M,Knife,17.3617,78.4747,2022
Bangalore,VEHICLE - STOLEN,F,Firearm,12.9791,77.5913,2022
Hyderabad,KIDNAPPING,F,Firearm,17.3617,78.4747,2022
Delhi,ARSON,M,Poison,28.66,77.23,2022
Hyderabad,FIREARM OFFENSE,M,Unknown,17.3617,78.4747,2022
Delhi,VANDALISM,F,Blunt Object,28.66,77.23,2022
Mumbai,SEXUAL ASSAULT,X,Explosives,19.0758,72.8775,2022
Hyderabad,PUBLIC INTOXICATION,X,Unknown,17.3617,78.4747,2022
Indore,COUNTERFEITING,M,Blunt Object,22.7196,75.8577,2022
Delhi,CYBERCRIME,F,Unknown,28.66,77.23,2022
Varanasi,BURGLARY,F,Blunt Object,25.3176,82.9739,2022
Surat,SEXUAL ASSAULT,F,Firearm,21.205,72.84,2022
Indore,HOMICIDE,M,Poison,22.7196,75.8577,2022
Kanpur,PUBLIC INTOXICATION,F,Other,26.4725,80.3311,2022
Kolkata,DRUG OFFENSE,M,Unknown,22.5675,88.37,2022
Kalyan,DRUG OFFENSE,X,Firearm,19.2437,73.1355,2022
Pune,SHOPLIFTING,F,Knife,18.5211,73.8553,2022
Chennai,DRUG OFFENSE,M,Firearm,13.0825,80.275,2022
Delhi,ASSAULT,F,Blunt Object,28.66,77.23,2022
Ludhiana,FRAUD,X,Poison,30.912,75.8538,2022
Bangalore,VEHICLE - STOLEN,X,Explosives,12.9791,77.5913,2022
Lucknow,SHOPLIFTING,X,Unknown,26.847,80.947,2022
Kolkata,EXTORTION,X,Blunt Object,22.5675,88.37,2022
Agra,ASSAULT,F,Blunt Object,27.1767,78.0081,2022
Delhi,FRAUD,M,Other,28.66,77.23,2022
Mumbai,FIREARM OFFENSE,X,Firearm,19.0758,72.8775,2022
Kanpur,ASSAULT,X,Explosives,26.4725,80.3311,2022
Chennai,FIREARM OFFENSE,X,Blunt Object,13.0825,80.275,2022
Nagpur,DRUG OFFENSE,M,Unknown,21.1497,79.0806,2022
Pune,ROBBERY,M,Knife,18.5211,73.8553,2022
Kanpur,FIREARM OFFENSE,F,Unknown,26.4725,80.3311,2022
Agra,EXTORTION,M,Other,27.1767,78.0081,2022
Bangalore,HOMICIDE,F,Other,12.9791,77.5913,2022
Pune,IDENTITY THEFT,F,Knife,18.5211,73.8553,2022
Delhi,BURGLARY,M,Knife,28.66,77.23,2022
Delhi,ROBBERY,X,Firearm,28.66,77.23,2022
Bangalore,DRUG OFFENSE,M,Explosives,12.9791,77.5913,2022
Ludhiana,ILLEGAL POSSESSION,X,Poison,30.912,75.8538,2022
Bangalore,PUBLIC INTOXICATION,M,Blunt Object,12.9791,77.5913,2022
Bangalore,FIREARM OFFENSE,F,Knife,12.9791,77.5913,2022
Pune,ROBBERY,F,Blunt Object,18.5211,73.8553,2022
Lucknow,ILLEGAL POSSESSION,X,Blunt Object,26.847,80.947,2022
Ahmedabad,KIDNAPPING,X,Explosives,23.0219,72.5797,2022
Indore,ILLEGAL POSSESSION,F,Unknown,22.7196,75.8577,2022
Chennai,TRAFFIC VIOLATION,X,Explosives,13.0825,80.275,2022
Chennai,VEHICLE - STOLEN,X,Other,13.0825,80.275,2022
Bangalore,ARSON,M,Blunt Object,12.9791,77.5913,2022
Chennai,VANDALISM,X,Explosives,13.0825,80.275,2022
Mumbai,FRAUD,X,Firearm,19.0758,72.8775,2022
Ludhiana,TRAFFIC VIOLATION,M,Unknown,30.912,75.8538,2022
Mumbai,ROBBERY,X,Explosives,19.0758,72.8775,2022
Chennai,IDENTITY THEFT,F,Poison,13.0825,80.275,2022
Delhi,SHOPLIFTING,M,Poison,28.66,77.23,2022
Ludhiana,FRAUD,X,Firearm,30.912,75.8538,2022
Agra,PUBLIC INTOXICATION,F,Explosives,27.1767,78.0081,2022
Delhi,CYBERCRIME,M,Explosives,28.66,77.23,2022
Delhi,COUNTERFEITING,X,Other,28.66,77.23,2022
Bangalore,IDENTITY THEFT,X,Other,12.9791,77.5913,2022
Nagpur,VEHICLE - STOLEN,F,Firearm,21.1497,79.0806,2022
Jaipur,VEHICLE - STOLEN,M,Unknown,26.915,75.82,2022
Mumbai,FIREARM OFFENSE,M,Blunt Object,19.0758,72.8775,2022
Chennai,ARSON,X,Blunt Object,13.0825,80.275,2022
Mumbai,DOMESTIC VIOLENCE,M,Poison,19.0758,72.8775,2022
Bhopal,COUNTERFEITING,X,Knife,23.2547,77.4029,2022
Chennai,IDENTITY THEFT,F,Blunt Object,13.0825,80.275,2022
Nagpur,ILLEGAL POSSESSION,X,Explosives,21.1497,79.0806,2022
Hyderabad,IDENTITY THEFT,F,Explosives,17.3617,78.4747,2022
Kolkata,VANDALISM,X,Unknown,22.5675,88.37,2022
Mumbai,IDENTITY THEFT,F,Explosives,19.0758,72.8775,2022
Jaipur,BURGLARY,F,Unknown,26.915,75.82,2022
Indore,ROBBERY,F,Unknown,22.7196,75.8577,2022
Ludhiana,SEXUAL ASSAULT,F,Firearm,30.912,75.8538,2022
Meerut,ASSAULT,M,Firearm,28.9845,77.7064,2022
Mumbai,EXTORTION,X,Explosives,19.0758,72.8775,2022
Mumbai,VANDALISM,F,Knife,19.0758,72.8775,2022
Kanpur,TRAFFIC VIOLATION,X,Knife,26.4725,80.3311,2022
Lucknow,VANDALISM,M,Unknown,26.847,80.947,2022
Hyderabad,FIREARM OFFENSE,X,Knife,17.3617,78.4747,2022
Chennai,VEHICLE - STOLEN,X,Blunt Object,13.0825,80.275,2022
Bangalore,SHOPLIFTING,F,Explosives,12.9791,77.5913,2022
Agra,DRUG OFFENSE,M,Unknown,27.1767,78.0081,2022
Bangalore,ILLEGAL POSSESSION,X,Blunt Object,12.9791,77.5913,2022
Delhi,SEXUAL ASSAULT,M,Knife,28.66,77.23,2022
Indore,HOMICIDE,X,Firearm,22.7196,75.8577,2022
Visakhapatnam,CYBERCRIME,M,Firearm,17.6939,83.2922,2022
Ahmedabad,ASSAULT,F,Poison,23.0219,72.5797,2022
Delhi,BURGLARY,M,Explosives,28.66,77.23,2022
Delhi,ARSON,X,Explosives,28.66,77.23,2022
Ludhiana,COUNTERFEITING,F,Blunt Object,30.912,75.8538,2022
Ahmedabad,VANDALISM,F,Other,23.0219,72.5797,2022
Surat,HOMICIDE,F,Other,21.205,72.84,2022
Thane,BURGLARY,X,Poison,19.2183,72.9781,2022
Nagpur,SEXUAL ASSAULT,M,Explosives,21.1497,79.0806,2022
Hyderabad,FRAUD,M,Blunt Object,17.3617,78.4747,2022
Faridabad,ILLEGAL POSSESSION,X,Poison,28.4089,77.3178,2022
Mumbai,ROBBERY,F,Firearm,19.0758,72.8775,2022
Delhi,EXTORTION,X,Blunt Object,28.66,77.23,2022
Kolkata,BURGLARY,F,Firearm,22.5675,88.37,2022
Chennai,FRAUD,F,Other,13.0825,80.275,2022
Hyderabad,PUBLIC INTOXICATION,M,Unknown,17.3617,78.4747,2022
Delhi,CYBERCRIME,F,Knife,28.66,77.23,2022
Bangalore,DRUG OFFENSE,X,Poison,12.9791,77.5913,2022
Hyderabad,IDENTITY THEFT,X,Other,17.3617,78.4747,2022
Agra,VANDALISM,F,Unknown,27.1767,78.0081,2022
Delhi,VANDALISM,X,Firearm,28.66,77.23,2022
Delhi,PUBLIC INTOXICATION,F,Unknown,28.66,77.23,2022
Bangalore,EXTORTION,M,Firearm,12.9791,77.5913,2022
Ghaziabad,COUNTERFEITING,F,Poison,28.6667,77.4167,2022
Mumbai,ARSON,X,Other,19.0758,72.8775,2022
Ghaziabad,VEHICLE - STOLEN,M,Explosives,28.6667,77.4167,2022
Bangalore,FRAUD,X,Poison,12.9791,77.5913,2022
Delhi,IDENTITY THEFT,F,Knife,28.66,77.23,2022
Pune,KIDNAPPING,M,Firearm,18.5211,73.8553,2022
Mumbai,ILLEGAL POSSESSION,X,Unknown,19.0758,72.8775,2022
Bangalore,ILLEGAL POSSESSION,F,Firearm,12.9791,77.5913,2022
Hyderabad,ROBBERY,M,Poison,17.3617,78.4747,2022
Chennai,COUNTERFEITING,X,Unknown,13.0825,80.275,2022
Lucknow,BURGLARY,X,Other,26.847,80.947,2022
Delhi,CYBERCRIME,M,Poison,28.66,77.23,2022
Ahmedabad,FIREARM OFFENSE,F,Poison,23.0219,72.5797,2022
Surat,DOMESTIC VIOLENCE,F,Explosives,21.205,72.84,2022
Patna,IDENTITY THEFT,X,Explosives,25.61,85.1414,2022
Pune,SHOPLIFTING,X,Firearm,18.5211,73.8553,2022
Hyderabad,CYBERCRIME,F,Unknown,17.3617,78.4747,2022
Patna,EXTORTION,X,Firearm,25.61,85.1414,2022
Nashik,EXTORTION,M,Explosives,19.9975,73.7898,2022
Bangalore,VEHICLE - STOLEN,M,Unknown,12.9791,77.5913,2022
Pune,VANDALISM,F,Knife,18.5211,73.8553,2022
Surat,ASSAULT,M,Firearm,21.205,72.84,2022
Visakhapatnam,TRAFFIC VIOLATION,X,Knife,17.6939,83.2922,2022
Delhi,IDENTITY THEFT,X,Firearm,28.66,77.23,2022
Kanpur,DRUG OFFENSE,X,Poison,26.4725,80.3311,2022
Kolkata,VEHICLE - STOLEN,X,Knife,22.5675,88.37,2022
Kolkata,KIDNAPPING,F,Blunt Object,22.5675,88.37,2022
Nashik,COUNTERFEITING,F,Blunt Object,19.9975,73.7898,2022
Delhi,SEXUAL ASSAULT,M,Explosives,28.66,77.23,2022
Agra,DOMESTIC VIOLENCE,F,Knife,27.1767,78.0081,2022
Chennai,FIREARM OFFENSE,X,Knife,13.0825,80.275,2022
Mumbai,ARSON,M,Knife,19.0758,72.8775,2022
Hyderabad,ASSAULT,X,Poison,17.3617,78.4747,2022
Bangalore,ARSON,X,Poison,12.9791,77.5913,2022
Mumbai,ROBBERY,X,Knife,19.0758,72.8775,2022
Pune,IDENTITY THEFT,X,Knife,18.5211,73.8553,2022
Visakhapatnam,IDENTITY THEFT,X,Unknown,17.6939,83.2922,2022
Delhi,SEXUAL ASSAULT,F,Poison,28.66,77.23,2022
Mumbai,ILLEGAL POSSESSION,F,Unknown,19.0758,72.8775,2022
Nagpur,EXTORTION,M,Knife,21.1497,79.0806,2022
Surat,FRAUD,X,Unknown,21.205,72.84,2022
Kolkata,KIDNAPPING,X,Knife,22.5675,88.37,2022
Kolkata,BURGLARY,M,Explosives,22.5675,88.37,2022
Mumbai,ILLEGAL POSSESSION,M,Firearm,19.0758,72.8775,2022
Delhi,FRAUD,M,Blunt Object,28.66,77.23,2022
Pune,ARSON,X,Explosives,18.5211,73.8553,2022
Jaipur,PUBLIC INTOXICATION,X,Unknown,26.915,75.82,2022
Patna,HOMICIDE,M,Knife,25.61,85.1414,2022
Pune,ARSON,M,Unknown,18.5211,73.8553,2022
Mumbai,BURGLARY,F,Blunt Object,19.0758,72.8775,2022
Delhi,ROBBERY,X,Other,28.66,77.23,2022
Hyderabad,VEHICLE - STOLEN,M,Poison,17.3617,78.4747,2022
Delhi,EXTORTION,F,Knife,28.66,77.23,2022
Visakhapatnam,IDENTITY THEFT,X,Blunt Object,17.6939,83.2922,2022
Mumbai,COUNTERFEITING,M,Firearm,19.0758,72.8775,2022
Bhopal,VEHICLE - STOLEN,M,Other,23.2547,77.4029,2022
Delhi,FRAUD,X,Other,28.66,77.23,2022
Mumbai,SEXUAL ASSAULT,M,Other,19.0758,72.8775,2022
Kalyan,VEHICLE - STOLEN,M,Blunt Object,19.2437,73.1355,2022
Delhi,ARSON,F,Unknown,28.66,77.23,2022
Kolkata,EXTORTION,M,Poison,22.5675,88.37,2022
Bangalore,FRAUD,F,Poison,12.9791,77.5913,2022
Chennai,PUBLIC INTOXICATION,X,Knife,13.0825,80.275,2022
Kanpur,ROBBERY,F,Unknown,26.4725,80.3311,2022
Hyderabad,EXTORTION,F,Firearm,17.3617,78.4747,2022
Mumbai,FRAUD,M,Unknown,19.0758,72.8775,2022
Hyderabad,ARSON,F,Poison,17.3617,78.4747,2022
Hyderabad,KIDNAPPING,X,Poison,17.3617,78.4747,2022
Nagpur,COUNTERFEITING,M,Blunt Object,21.1497,79.0806,2022
Delhi,VANDALISM,X,Poison,28.66,77.23,2022
Nagpur,FIREARM OFFENSE,M,Knife,21.1497,79.0806,2022
Nagpur,ARSON,F,Blunt Object,21.1497,79.0806,2022
Ahmedabad,VEHICLE - STOLEN,X,Firearm,23.0219,72.5797,2022
Pune,FIREARM OFFENSE,X,Explosives,18.5211,73.8553,2022
Delhi,DRUG OFFENSE,M,Knife,28.66,77.23,2022
Lucknow,TRAFFIC VIOLATION,X,Poison,26.847,80.947,2022
Thane,VANDALISM,F,Poison,19.2183,72.9781,2022
Kalyan,FIREARM OFFENSE,F,Knife,19.2437,73.1355,2022
Kalyan,VEHICLE - STOLEN,M,Firearm,19.2437,73.1355,2022
Jaipur,FIREARM OFFENSE,X,Firearm,26.915,75.82,2022
Meerut,HOMICIDE,F,Firearm,28.9845,77.7064,2022
Mumbai,PUBLIC INTOXICATION,M,Explosives,19.0758,72.8775,2022
Indore,IDENTITY THEFT,X,Unknown,22.7196,75.8577,2022
Kalyan,SHOPLIFTING,M,Knife,19.2437,73.1355,2022
Visakhapatnam,ASSAULT,F,Knife,17.6939,83.2922,2022
Ghaziabad,CYBERCRIME,X,Firearm,28.6667,77.4167,2022
Ghaziabad,ILLEGAL POSSESSION,M,Other,28.6667,77.4167,2022
Kolkata,ARSON,M,Blunt Object,22.5675,88.37,2022
Lucknow,PUBLIC INTOXICATION,X,Explosives,26.847,80.947,2022
Chennai,EXTORTION,F,Poison,13.0825,80.275,2022
Delhi,COUNTERFEITING,F,Firearm,28.66,77.23,2022
Pune,ARSON,M,Knife,18.5211,73.8553,2022
Kanpur,FRAUD,F,Unknown,26.4725,80.3311,2022
Kolkata,COUNTERFEITING,F,Poison,22.5675,88.37,2022
Kolkata,CYBERCRIME,M,Explosives,22.5675,88.37,2022
Jaipur,ASSAULT,F,Blunt Object,26.915,75.82,2022
Bangalore,HOMICIDE,X,Firearm,12.9791,77.5913,2022
Patna,HOMICIDE,X,Knife,25.61,85.1414,2022
Rajkot,ROBBERY,F,Knife,22.2969,70.7984,2022
Chennai,FRAUD,M,Poison,13.0825,80.275,2022
Bhopal,BURGLARY,F,Blunt Object,23.2547,77.4029,2022
Surat,KIDNAPPING,M,Explosives,21.205,72.84,2022
Delhi,SEXUAL ASSAULT,X,Poison,28.66,77.23,2022
Varanasi,SHOPLIFTING,M,Firearm,25.3176,82.9739,2022
Delhi,FIREARM OFFENSE,X,Blunt Object,28.66,77.23,2022
Delhi,DOMESTIC VIOLENCE,M,Blunt Object,28.66,77.23,2022
Visakhapatnam,TRAFFIC VIOLATION,M,Knife,17.6939,83.2922,2022
Ahmedabad,HOMICIDE,M,Poison,23.0219,72.5797,2022
Bangalore,IDENTITY THEFT,M,Explosives,12.9791,77.5913,2022
Delhi,COUNTERFEITING,F,Firearm,28.66,77.23,2022
Indore,SEXUAL ASSAULT,X,Other,22.7196,75.8577,2022
Kanpur,ASSAULT,X,Explosives,26.4725,80.3311,2022
Jaipur,VANDALISM,M,Poison,26.915,75.82,2022
Mumbai,COUNTERFEITING,M,Other,19.0758,72.8775,2022
Visakhapatnam,HOMICIDE,F,Other,17.6939,83.2922,2022
Mumbai,ILLEGAL POSSESSION,X,Other,19.0758,72.8775,2022
Surat,EXTORTION,M,Blunt Object,21.205,72.84,2022
Chennai,HOMICIDE,M,Firearm,13.0825,80.275,2022
Pune,VANDALISM,X,Firearm,18.5211,73.8553,2022
Nashik,EXTORTION,M,Blunt Object,19.9975,73.7898,2022
Delhi,VANDALISM,M,Poison,28.66,77.23,2022
Delhi,FIREARM OFFENSE,X,Knife,28.66,77.23,2022
Hyderabad,ARSON,M,Other,17.3617,78.4747,2022
Hyderabad,DRUG OFFENSE,M,Poison,17.3617,78.4747,2022
Lucknow,VANDALISM,F,Explosives,26.847,80.947,2022
Bhopal,ILLEGAL POSSESSION,F,Knife,23.2547,77.4029,2022
Bangalore,PUBLIC INTOXICATION,F,Explosives,12.9791,77.5913,2022
Kanpur,COUNTERFEITING,X,Explosives,26.4725,80.3311,2022
Delhi,DRUG OFFENSE,X,Blunt Object,28.66,77.23,2022
Mumbai,DRUG OFFENSE,X,Other,19.0758,72.8775,2022
Chennai,SHOPLIFTING,M,Knife,13.0825,80.275,2022
Mumbai,DRUG OFFENSE,F,Firearm,19.0758,72.8775,2022
Ghaziabad,COUNTERFEITING,M,Firearm,28.6667,77.4167,2022
Kolkata,CYBERCRIME,X,Other,22.5675,88.37,2022
Mumbai,ARSON,F,Blunt Object,19.0758,72.8775,2022
Ahmedabad,ASSAULT,F,Firearm,23.0219,72.5797,2022
Hyderabad,VANDALISM,X,Poison,17.3617,78.4747,2022
Mumbai,COUNTERFEITING,F,Explosives,19.0758,72.8775,2022
Kanpur,CYBERCRIME,M,Unknown,26.4725,80.3311,2022
Agra,IDENTITY THEFT,X,Poison,27.1767,78.0081,2022
Jaipur,ROBBERY,F,Poison,26.915,75.82,2022
Chennai,ROBBERY,M,Unknown,13.0825,80.275,2022
Delhi,SHOPLIFTING,F,Knife,28.66,77.23,2022
Srinagar,DRUG OFFENSE,X,Explosives,34.0837,74.7974,2022
Nagpur,FIREARM OFFENSE,M,Blunt Object,21.1497,79.0806,2022
Mumbai,CYBERCRIME,M,Other,19.0758,72.8775,2022
Bangalore,HOMICIDE,M,Other,12.9791,77.5913,2022
Varanasi,DRUG OFFENSE,M,Unknown,25.3176,82.9739,2022
Hyderabad,FRAUD,F,Poison,17.3617,78.4747,2022
Jaipur,PUBLIC INTOXICATION,X,Firearm,26.915,75.82,2022
Kalyan,PUBLIC INTOXICATION,X,Firearm,19.2437,73.1355,2022
Bhopal,HOMICIDE,F,Unknown,23.2547,77.4029,2022
Chennai,DOMESTIC VIOLENCE,M,Unknown,13.0825,80.275,2022
Mumbai,IDENTITY THEFT,X,Firearm,19.0758,72.8775,2022
Delhi,KIDNAPPING,X,Explosives,28.66,77.23,2022
Lucknow,IDENTITY THEFT,X,Poison,26.847,80.947,2022
Bangalore,EXTORTION,F,Firearm,12.9791,77.5913,2022
Bangalore,ILLEGAL POSSESSION,X,Knife,12.9791,77.5913,2022
Ahmedabad,CYBERCRIME,M,Poison,23.0219,72.5797,2022
Bangalore,SEXUAL ASSAULT,F,Unknown,12.9791,77.5913,2022
Thane,VEHICLE - STOLEN,F,Other,19.2183,72.9781,2022
Hyderabad,EXTORTION,F,Unknown,17.3617,78.4747,2022
Ludhiana,FRAUD,F,Other,30.912,75.8538,2022
Ahmedabad,SEXUAL ASSAULT,F,Other,23.0219,72.5797,2022
Hyderabad,IDENTITY THEFT,X,Unknown,17.3617,78.4747,2022
Mumbai,SEXUAL ASSAULT,X,Blunt Object,19.0758,72.8775,2022
Nagpur,CYBERCRIME,M,Poison,21.1497,79.0806,2022
Bangalore,EXTORTION,X,Blunt Object,12.9791,77.5913,2022
Delhi,ARSON,F,Blunt Object,28.66,77.23,2022
Agra,DOMESTIC VIOLENCE,F,Unknown,27.1767,78.0081,2022
Thane,DOMESTIC VIOLENCE,M,Other,19.2183,72.9781,2022
Kolkata,ROBBERY,X,Firearm,22.5675,88.37,2022
Kolkata,BURGLARY,X,Poison,22.5675,88.37,2022
Delhi,ROBBERY,M,Firearm,28.66,77.23,2022
Kalyan,ROBBERY,X,Other,19.2437,73.1355,2022
Bangalore,FIREARM OFFENSE,M,Firearm,12.9791,77.5913,2022
Kanpur,KIDNAPPING,M,Explosives,26.4725,80.3311,2022
Ahmedabad,ARSON,X,Other,23.0219,72.5797,2022
Hyderabad,VEHICLE - STOLEN,M,Blunt Object,17.3617,78.4747,2022
Kolkata,HOMICIDE,M,Firearm,22.5675,88.37,2022
Delhi,BURGLARY,F,Other,28.66,77.23,2022
Delhi,FRAUD,X,Explosives,28.66,77.23,2022
Delhi,FRAUD,F,Firearm,28.66,77.23,2022
Pune,SHOPLIFTING,M,Knife,18.5211,73.8553,2022
Bhopal,ILLEGAL POSSESSION,M,Explosives,23.2547,77.4029,2022
Thane,TRAFFIC VIOLATION,M,Unknown,19.2183,72.9781,2022
Kanpur,HOMICIDE,F,Poison,26.4725,80.3311,2022
Kolkata,ILLEGAL POSSESSION,M,Other,22.5675,88.37,2022
Nagpur,DOMESTIC VIOLENCE,X,Knife,21.1497,79.0806,2022
Visakhapatnam,ASSAULT,F,Knife,17.6939,83.2922,2022
Ghaziabad,ILLEGAL POSSESSION,M,Knife,28.6667,77.4167,2022
Chennai,ASSAULT,M,Firearm,13.0825,80.275,2022
Pune,KIDNAPPING,F,Other,18.5211,73.8553,2022
Hyderabad,KIDNAPPING,M,Unknown,17.3617,78.4747,2022
Hyderabad,DOMESTIC VIOLENCE,M,Other,17.3617,78.4747,2022
Hyderabad,DRUG OFFENSE,F,Firearm,17.3617,78.4747,2022
